simulationId,archetypeId,profileId,timelineKey,weeks,totalCompletionCount,avgAdherenceClamped,statOverallPct,rankOverallRank,rankOverallLp,rankOverallProgressValue,currentWeekShare,mappedHabitCount,unmappedHabitCount
A16_P17_3m,A16,P17,3m,12,192,1,4,Silver II,45,1145,0.0833,4,0
A16_P17_6m,A16,P17,6m,24,384,1,7,Gold II,7,1507,0.0417,4,0
A16_P17_12m,A16,P17,12m,48,768,1,12,Gold I,92,1692,0.0208,4,0
A16_P17_24m,A16,P17,24m,96,1536,1,19,Emerald IV,92,2192,0.0104,4,0
A16_P17_48m,A16,P17,48m,192,3072,1,29,Diamond II,96,2796,0.0052,4,0
A16_P18_1m,A16,P18,1m,4,24,0.3511904761904762,1,Unranked,8,8,0.2500,4,0
A16_P18_3m,A16,P18,3m,12,72,0.3511904761904765,1,Iron IV,23,123,0.0833,4,0
A16_P18_6m,A16,P18,6m,24,144,0.35119047619047566,2,Iron III,21,221,0.0417,4,0
A16_P18_12m,A16,P18,12m,48,288,0.35119047619047633,4,Iron II,23,323,0.0208,4,0
A16_P18_24m,A16,P18,24m,96,576,0.3511904761904771,7,Bronze IV,24,524,0.0104,4,0
A16_P18_48m,A16,P18,48m,192,1152,0.351190476190475,12,Bronze II,50,750,0.0052,4,0
A16_P19_1m,A16,P19,1m,4,40,0.28571428571428564,1,Unranked,0,0,0.2500,5,0
A16_P19_3m,A16,P19,3m,12,120,0.28571428571428603,3,Unranked,64,64,0.0833,5,0
A16_P19_6m,A16,P19,6m,24,240,0.28571428571428537,5,Iron IV,14,114,0.0417,5,0
A16_P19_12m,A16,P19,12m,48,480,0.2857142857142853,8,Iron IV,68,168,0.0208,5,0
A16_P19_24m,A16,P19,24m,96,960,0.28571428571428775,13,Iron II,68,368,0.0104,5,0
A16_P19_48m,A16,P19,48m,192,1920,0.28571428571428265,21,Bronze IV,69,569,0.0052,5,0
A16_P20_1m,A16,P20,1m,4,20,0.3396825396825397,0,Unranked,26,26,0.2500,0,3
A16_P20_3m,A16,P20,3m,12,60,0.33968253968253986,0,Iron IV,15,115,0.0833,0,3
A16_P20_6m,A16,P20,6m,24,120,0.3396825396825394,0,Iron IV,88,188,0.0417,0,3
A16_P20_12m,A16,P20,12m,48,240,0.33968253968254014,0,Iron III,75,275,0.0208,0,3
A16_P20_24m,A16,P20,24m,96,480,0.33968253968253764,0,Bronze IV,9,509,0.0104,0,3
A16_P20_48m,A16,P20,48m,192,960,0.3396825396825442,0,Bronze II,11,711,0.0052,0,3
A16_P21_1m,A16,P21,1m,4,28,0.561904761904762,0,Iron IV,26,126,0.2500,1,2
A16_P21_3m,A16,P21,3m,12,84,0.5619047619047619,1,Iron I,67,467,0.0833,1,2
A16_P21_6m,A16,P21,6m,24,168,0.5619047619047611,1,Bronze III,34,634,0.0417,1,2
A16_P21_12m,A16,P21,12m,48,336,0.561904761904763,2,Bronze II,51,751,0.0208,1,2
A16_P21_24m,A16,P21,24m,96,672,0.5619047619047658,4,Silver III,85,1085,0.0104,1,2
A16_P21_48m,A16,P21,48m,192,1344,0.5619047619047529,7,Gold III,21,1421,0.0052,1,2
A16_P22_1m,A16,P22,1m,4,32,0.5047619047619047,0,Unranked,95,95,0.2500,1,3
A16_P22_3m,A16,P22,3m,12,96,0.5047619047619045,1,Iron II,72,372,0.0833,1,3
A16_P22_6m,A16,P22,6m,24,192,0.5047619047619047,1,Bronze IV,18,518,0.0417,1,3
A16_P22_12m,A16,P22,12m,48,384,0.5047619047619044,2,Bronze III,29,629,0.0208,1,3
A16_P22_24m,A16,P22,24m,96,768,0.5047619047619101,4,Silver IV,30,930,0.0104,1,3
A16_P22_48m,A16,P22,48m,192,1536,0.5047619047618933,7,Silver I,32,1232,0.0052,1,3
A16_P23_1m,A16,P23,1m,4,100,0.6211640211640214,2,Iron IV,42,142,0.2500,6,3
A16_P23_3m,A16,P23,3m,12,300,0.6211640211640209,5,Bronze IV,62,562,0.0833,6,3
A16_P23_6m,A16,P23,6m,24,600,0.6211640211640235,9,Bronze II,58,758,0.0417,6,3
A16_P23_12m,A16,P23,12m,48,1200,0.6211640211640188,15,Bronze I,81,881,0.0208,6,3
A16_P23_24m,A16,P23,24m,96,2400,0.6211640211640177,23,Silver I,26,1226,0.0104,6,3
A16_P23_48m,A16,P23,48m,192,4800,0.6211640211640305,35,Gold I,6,1606,0.0052,6,3
A16_P24_1m,A16,P24,1m,4,4,0.5,0,Unranked,16,16,0.2500,2,0
A16_P24_3m,A16,P24,3m,12,12,0.5,0,Iron IV,38,138,0.0833,2,0
A16_P24_6m,A16,P24,6m,24,24,0.5,0,Iron III,42,242,0.0417,2,0
A16_P24_12m,A16,P24,12m,48,48,0.5,1,Iron II,46,346,0.0208,2,0
A16_P24_24m,A16,P24,24m,96,96,0.5,1,Iron I,48,448,0.0104,2,0
A16_P24_48m,A16,P24,48m,192,192,0.5,3,Bronze IV,99,599,0.0052,2,0
A16_P25_1m,A16,P25,1m,4,20,0.6428571428571428,1,Iron IV,0,100,0.2500,3,0
A16_P25_3m,A16,P25,3m,12,60,0.6428571428571432,1,Iron I,3,403,0.0833,3,0
A16_P25_6m,A16,P25,6m,24,120,0.6428571428571423,2,Bronze IV,41,541,0.0417,3,0
A16_P25_12m,A16,P25,12m,48,240,0.6428571428571423,4,Bronze III,20,620,0.0208,3,0
A16_P25_24m,A16,P25,24m,96,480,0.6428571428571459,7,Bronze I,53,853,0.0104,3,0
A16_P25_48m,A16,P25,48m,192,960,0.6428571428571388,12,Silver II,22,1122,0.0052,3,0
A16_P26_1m,A16,P26,1m,4,40,0.8333333333333335,1,Iron III,25,225,0.2500,4,0
A16_P26_3m,A16,P26,3m,12,120,0.8333333333333339,3,Bronze I,81,881,0.0833,4,0
A16_P26_6m,A16,P26,6m,24,240,0.8333333333333321,5,Silver II,74,1174,0.0417,4,0
A16_P26_12m,A16,P26,12m,48,480,0.8333333333333357,8,Gold IV,34,1334,0.0208,4,0
A16_P26_24m,A16,P26,24m,96,960,0.8333333333333286,13,Platinum IV,60,1760,0.0104,4,0
A16_P26_48m,A16,P26,48m,192,1920,0.8333333333333428,21,Emerald III,63,2263,0.0052,4,0
A16_P27_1m,A16,P27,1m,4,44,0.5619047619047619,1,Iron IV,26,126,0.2500,3,0
A16_P27_3m,A16,P27,3m,12,132,0.5619047619047618,3,Iron I,67,467,0.0833,3,0
A16_P27_6m,A16,P27,6m,24,264,0.5619047619047611,5,Bronze III,34,634,0.0417,3,0
A16_P27_12m,A16,P27,12m,48,528,0.5619047619047637,9,Bronze II,51,751,0.0208,3,0
A16_P27_24m,A16,P27,24m,96,1056,0.5619047619047611,14,Silver III,85,1085,0.0104,3,0
A16_P27_48m,A16,P27,48m,192,2112,0.5619047619047597,25,Gold III,21,1421,0.0052,3,0
A16_P28_1m,A16,P28,1m,4,8,0.4166666666666667,0,Unranked,11,11,0.2500,3,0
A16_P28_3m,A16,P28,3m,12,24,0.41666666666666663,1,Iron IV,22,122,0.0833,3,0
A16_P28_6m,A16,P28,6m,24,48,0.41666666666666663,1,Iron III,19,219,0.0417,3,0
A16_P28_12m,A16,P28,12m,48,96,0.41666666666666685,2,Iron II,18,318,0.0208,3,0
A16_P28_24m,A16,P28,24m,96,192,0.4166666666666662,3,Iron I,53,453,0.0104,3,0
A16_P28_48m,A16,P28,48m,192,384,0.41666666666666774,5,Bronze III,21,621,0.0052,3,0
A16_P29_1m,A16,P29,1m,4,24,0.39999999999999997,1,Unranked,79,79,0.2500,3,0
A16_P29_3m,A16,P29,3m,12,72,0.4000000000000002,2,Iron IV,91,191,0.0833,3,0
A16_P29_6m,A16,P29,6m,24,144,0.3999999999999995,3,Iron III,79,279,0.0417,3,0
A16_P29_12m,A16,P29,12m,48,288,0.399999999999999,5,Iron II,94,394,0.0208,3,0
A16_P29_24m,A16,P29,24m,96,576,0.4000000000000019,8,Bronze III,96,696,0.0104,3,0
A16_P29_48m,A16,P29,48m,192,1152,0.4000000000000038,14,Bronze I,98,898,0.0052,3,0
A16_P30_1m,A16,P30,1m,4,8,0.2857142857142857,0,Unranked,0,0,0.2500,1,0
A16_P30_3m,A16,P30,3m,12,24,0.28571428571428564,1,Unranked,64,64,0.0833,1,0
A16_P30_6m,A16,P30,6m,24,48,0.28571428571428564,1,Iron IV,14,114,0.0417,1,0
A16_P30_12m,A16,P30,12m,48,96,0.2857142857142859,2,Iron IV,68,168,0.0208,1,0
A16_P30_24m,A16,P30,24m,96,192,0.2857142857142855,3,Iron II,68,368,0.0104,1,0
A16_P30_48m,A16,P30,48m,192,384,0.2857142857142851,5,Bronze IV,69,569,0.0052,1,0
A16_P31_1m,A16,P31,1m,4,24,1,1,Iron II,0,300,0.2500,2,0
A16_P31_3m,A16,P31,3m,12,72,1,2,Silver II,45,1145,0.0833,2,0
A16_P31_6m,A16,P31,6m,24,144,1,3,Gold II,7,1507,0.0417,2,0
A16_P31_12m,A16,P31,12m,48,288,1,5,Gold I,92,1692,0.0208,2,0
A16_P31_24m,A16,P31,24m,96,576,1,8,Emerald IV,92,2192,0.0104,2,0
A16_P31_48m,A16,P31,48m,192,1152,1,14,Diamond II,96,2796,0.0052,2,0
A16_P32_1m,A16,P32,1m,4,28,0.561904761904762,1,Iron IV,26,126,0.2500,3,0
A16_P32_3m,A16,P32,3m,12,84,0.5619047619047619,2,Iron I,67,467,0.0833,3,0
A16_P32_6m,A16,P32,6m,24,168,0.5619047619047611,3,Bronze III,34,634,0.0417,3,0
A16_P32_12m,A16,P32,12m,48,336,0.561904761904763,6,Bronze II,51,751,0.0208,3,0
A16_P32_24m,A16,P32,24m,96,672,0.5619047619047658,10,Silver III,85,1085,0.0104,3,0
A16_P32_48m,A16,P32,48m,192,1344,0.5619047619047529,17,Gold III,21,1421,0.0052,3,0
A16_P33_1m,A16,P33,1m,4,8,0.2857142857142857,0,Unranked,0,0,0.2500,1,0
A16_P33_3m,A16,P33,3m,12,24,0.28571428571428564,0,Unranked,64,64,0.0833,1,0
A16_P33_6m,A16,P33,6m,24,48,0.28571428571428564,0,Iron IV,14,114,0.0417,1,0
A16_P33_12m,A16,P33,12m,48,96,0.2857142857142859,1,Iron IV,68,168,0.0208,1,0
A16_P33_24m,A16,P33,24m,96,192,0.2857142857142855,1,Iron II,68,368,0.0104,1,0
A16_P33_48m,A16,P33,48m,192,384,0.2857142857142851,3,Bronze IV,69,569,0.0052,1,0
A16_P34_1m,A16,P34,1m,4,24,0.39999999999999997,1,Unranked,79,79,0.2500,3,0
A16_P34_3m,A16,P34,3m,12,72,0.4000000000000002,2,Iron IV,91,191,0.0833,3,0
A16_P34_6m,A16,P34,6m,24,144,0.3999999999999995,3,Iron III,79,279,0.0417,3,0
A16_P34_12m,A16,P34,12m,48,288,0.399999999999999,5,Iron II,94,394,0.0208,3,0
A16_P34_24m,A16,P34,24m,96,576,0.4000000000000019,8,Bronze III,96,696,0.0104,3,0
A16_P34_48m,A16,P34,48m,192,1152,0.4000000000000038,14,Bronze I,98,898,0.0052,3,0
A16_P35_1m,A16,P35,1m,4,12,0.4444444444444444,0,Unranked,21,21,0.2500,3,0
A16_P35_3m,A16,P35,3m,12,36,0.44444444444444464,1,Iron III,13,213,0.0833,3,0
A16_P35_6m,A16,P35,6m,24,72,0.44444444444444403,1,Iron II,80,380,0.0417,3,0
A16_P35_12m,A16,P35,12m,48,144,0.44444444444444525,2,Bronze IV,49,549,0.0208,3,0
A16_P35_24m,A16,P35,24m,96,288,0.44444444444444287,4,Bronze II,52,752,0.0104,3,0
A16_P35_48m,A16,P35,48m,192,576,0.4444444444444476,7,Silver III,20,1020,0.0052,3,0
A16_P36_1m,A16,P36,1m,4,56,0.3346938775510205,1,Unranked,34,34,0.2500,7,0
A16_P36_3m,A16,P36,3m,12,168,0.3346938775510201,3,Iron IV,18,118,0.0833,7,0
A16_P36_6m,A16,P36,6m,24,336,0.3346938775510197,6,Iron IV,85,185,0.0417,7,0
A16_P36_12m,A16,P36,12m,48,672,0.334693877551022,10,Iron III,65,265,0.0208,7,0
A16_P36_24m,A16,P36,24m,96,1344,0.33469387755102403,16,Bronze IV,9,509,0.0104,7,0
A16_P36_48m,A16,P36,48m,192,2688,0.33469387755101165,27,Bronze II,10,710,0.0052,7,0
A16_P37_1m,A16,P37,1m,4,184,0.48999999999999955,4,Unranked,91,91,0.2500,20,0
A16_P37_3m,A16,P37,3m,12,552,0.4900000000000021,11,Iron II,46,346,0.0833,20,0
A16_P37_6m,A16,P37,6m,24,1104,0.490000000000002,19,Iron I,87,487,0.0417,20,0
A16_P37_12m,A16,P37,12m,48,2208,0.4899999999999903,31,Bronze III,4,604,0.0208,20,0
A16_P37_24m,A16,P37,24m,96,4416,0.4899999999999977,47,Silver IV,0,900,0.0104,20,0
A16_P37_48m,A16,P37,48m,192,8832,0.49000000000002875,68,Silver II,92,1192,0.0052,20,0
A16_P38_1m,A16,P38,1m,4,40,0.6714285714285714,1,Iron IV,70,170,0.2500,4,0
A16_P38_3m,A16,P38,3m,12,120,0.6714285714285708,2,Bronze III,36,636,0.0833,4,0
A16_P38_6m,A16,P38,6m,24,240,0.6714285714285708,4,Bronze I,52,852,0.0417,4,0
A16_P38_12m,A16,P38,12m,48,480,0.6714285714285744,7,Silver IV,86,986,0.0208,4,0
A16_P38_24m,A16,P38,24m,96,960,0.6714285714285708,12,Gold IV,62,1362,0.0104,4,0
A16_P38_48m,A16,P38,48m,192,1920,0.6714285714285638,21,Platinum IV,65,1765,0.0052,4,0
A16_P39_1m,A16,P39,1m,4,84,0.3864468864468867,2,Unranked,35,35,0.2500,14,0
A16_P39_3m,A16,P39,3m,12,252,0.3864468864468863,5,Iron IV,54,154,0.0833,14,0
A16_P39_6m,A16,P39,6m,24,504,0.3864468864468868,9,Iron III,52,252,0.0417,14,0
A16_P39_12m,A16,P39,12m,48,1008,0.3864468864468894,15,Iron II,63,363,0.0208,14,0
A16_P39_24m,A16,P39,24m,96,2016,0.38644688644687814,24,Bronze IV,86,586,0.0104,14,0
A16_P39_48m,A16,P39,48m,192,4032,0.38644688644688996,38,Bronze II,94,794,0.0052,14,0
A17_P00_1m,A17,P00,1m,4,0,,0,Unranked,0,0,0.0000,1,0
A17_P00_3m,A17,P00,3m,12,0,,0,Unranked,0,0,0.0000,1,0
A17_P00_6m,A17,P00,6m,24,0,,0,Unranked,0,0,0.0000,1,0
A17_P00_12m,A17,P00,12m,48,0,,0,Unranked,0,0,0.0000,1,0
A17_P00_24m,A17,P00,24m,96,0,,0,Unranked,0,0,0.0000,1,0
A17_P00_48m,A17,P00,48m,192,0,,0,Unranked,0,0,0.0000,1,0
A17_P01_1m,A17,P01,1m,4,0,,0,Unranked,0,0,0.0000,2,0
A17_P01_3m,A17,P01,3m,12,0,,0,Unranked,0,0,0.0000,2,0
A17_P01_6m,A17,P01,6m,24,0,,0,Unranked,0,0,0.0000,2,0
A17_P01_12m,A17,P01,12m,48,0,,0,Unranked,0,0,0.0000,2,0
A17_P01_24m,A17,P01,24m,96,0,,0,Unranked,0,0,0.0000,2,0
A17_P01_48m,A17,P01,48m,192,0,,0,Unranked,0,0,0.0000,2,0
A17_P02_1m,A17,P02,1m,4,0,,0,Unranked,0,0,0.0000,3,0
A17_P02_3m,A17,P02,3m,12,0,,0,Unranked,0,0,0.0000,3,0
A17_P02_6m,A17,P02,6m,24,0,,0,Unranked,0,0,0.0000,3,0
A17_P02_12m,A17,P02,12m,48,0,,0,Unranked,0,0,0.0000,3,0
A17_P02_24m,A17,P02,24m,96,0,,0,Unranked,0,0,0.0000,3,0
A17_P02_48m,A17,P02,48m,192,0,,0,Unranked,0,0,0.0000,3,0
A17_P03_1m,A17,P03,1m,4,0,,0,Unranked,0,0,0.0000,4,0
A17_P03_3m,A17,P03,3m,12,0,,0,Unranked,0,0,0.0000,4,0
A17_P03_6m,A17,P03,6m,24,0,,0,Unranked,0,0,0.0000,4,0
A17_P03_12m,A17,P03,12m,48,0,,0,Unranked,0,0,0.0000,4,0
A17_P03_24m,A17,P03,24m,96,0,,0,Unranked,0,0,0.0000,4,0
A17_P03_48m,A17,P03,48m,192,0,,0,Unranked,0,0,0.0000,4,0
A17_P04_1m,A17,P04,1m,4,0,,0,Unranked,0,0,0.0000,5,0
A17_P04_3m,A17,P04,3m,12,0,,0,Unranked,0,0,0.0000,5,0
A17_P04_6m,A17,P04,6m,24,0,,0,Unranked,0,0,0.0000,5,0
A17_P04_12m,A17,P04,12m,48,0,,0,Unranked,0,0,0.0000,5,0
A17_P04_24m,A17,P04,24m,96,0,,0,Unranked,0,0,0.0000,5,0
A17_P04_48m,A17,P04,48m,192,0,,0,Unranked,0,0,0.0000,5,0
A17_P05_1m,A17,P05,1m,4,0,,0,Unranked,0,0,0.0000,6,0
A17_P05_3m,A17,P05,3m,12,0,,0,Unranked,0,0,0.0000,6,0
A17_P05_6m,A17,P05,6m,24,0,,0,Unranked,0,0,0.0000,6,0
A17_P05_12m,A17,P05,12m,48,0,,0,Unranked,0,0,0.0000,6,0
A17_P05_24m,A17,P05,24m,96,0,,0,Unranked,0,0,0.0000,6,0
A17_P05_48m,A17,P05,48m,192,0,,0,Unranked,0,0,0.0000,6,0
A17_P06_1m,A17,P06,1m,4,0,,0,Unranked,0,0,0.0000,8,0
A17_P06_3m,A17,P06,3m,12,0,,0,Unranked,0,0,0.0000,8,0
A17_P06_6m,A17,P06,6m,24,0,,0,Unranked,0,0,0.0000,8,0
A17_P06_12m,A17,P06,12m,48,0,,0,Unranked,0,0,0.0000,8,0
A17_P06_24m,A17,P06,24m,96,0,,0,Unranked,0,0,0.0000,8,0
A17_P06_48m,A17,P06,48m,192,0,,0,Unranked,0,0,0.0000,8,0
A17_P07_1m,A17,P07,1m,4,0,,0,Unranked,0,0,0.0000,10,0
A17_P07_3m,A17,P07,3m,12,0,,0,Unranked,0,0,0.0000,10,0
A17_P07_6m,A17,P07,6m,24,0,,0,Unranked,0,0,0.0000,10,0
A17_P07_12m,A17,P07,12m,48,0,,0,Unranked,0,0,0.0000,10,0
A17_P07_24m,A17,P07,24m,96,0,,0,Unranked,0,0,0.0000,10,0
A17_P07_48m,A17,P07,48m,192,0,,0,Unranked,0,0,0.0000,10,0
A17_P08_1m,A17,P08,1m,4,0,,0,Unranked,0,0,0.0000,12,0
A17_P08_3m,A17,P08,3m,12,0,,0,Unranked,0,0,0.0000,12,0
A17_P08_6m,A17,P08,6m,24,0,,0,Unranked,0,0,0.0000,12,0
A17_P08_12m,A17,P08,12m,48,0,,0,Unranked,0,0,0.0000,12,0
A17_P08_24m,A17,P08,24m,96,0,,0,Unranked,0,0,0.0000,12,0
A17_P08_48m,A17,P08,48m,192,0,,0,Unranked,0,0,0.0000,12,0
A17_P09_1m,A17,P09,1m,4,0,,0,Unranked,0,0,0.0000,15,0
A17_P09_3m,A17,P09,3m,12,0,,0,Unranked,0,0,0.0000,15,0
A17_P09_6m,A17,P09,6m,24,0,,0,Unranked,0,0,0.0000,15,0
A17_P09_12m,A17,P09,12m,48,0,,0,Unranked,0,0,0.0000,15,0
A17_P09_24m,A17,P09,24m,96,0,,0,Unranked,0,0,0.0000,15,0
A17_P09_48m,A17,P09,48m,192,0,,0,Unranked,0,0,0.0000,15,0
A17_P10_1m,A17,P10,1m,4,0,,0,Unranked,0,0,0.0000,3,0
A17_P10_3m,A17,P10,3m,12,0,,0,Unranked,0,0,0.0000,3,0
A17_P10_6m,A17,P10,6m,24,0,,0,Unranked,0,0,0.0000,3,0
A17_P10_12m,A17,P10,12m,48,0,,0,Unranked,0,0,0.0000,3,0
A17_P10_24m,A17,P10,24m,96,0,,0,Unranked,0,0,0.0000,3,0
A17_P10_48m,A17,P10,48m,192,0,,0,Unranked,0,0,0.0000,3,0
A17_P11_1m,A17,P11,1m,4,0,,0,Unranked,0,0,0.0000,2,0
A17_P11_3m,A17,P11,3m,12,0,,0,Unranked,0,0,0.0000,2,0
A17_P11_6m,A17,P11,6m,24,0,,0,Unranked,0,0,0.0000,2,0
A17_P11_12m,A17,P11,12m,48,0,,0,Unranked,0,0,0.0000,2,0
A17_P11_24m,A17,P11,24m,96,0,,0,Unranked,0,0,0.0000,2,0
A17_P11_48m,A17,P11,48m,192,0,,0,Unranked,0,0,0.0000,2,0
A17_P12_1m,A17,P12,1m,4,0,,0,Unranked,0,0,0.0000,2,0
A17_P12_3m,A17,P12,3m,12,0,,0,Unranked,0,0,0.0000,2,0
A17_P12_6m,A17,P12,6m,24,0,,0,Unranked,0,0,0.0000,2,0
A17_P12_12m,A17,P12,12m,48,0,,0,Unranked,0,0,0.0000,2,0
A17_P12_24m,A17,P12,24m,96,0,,0,Unranked,0,0,0.0000,2,0
A17_P12_48m,A17,P12,48m,192,0,,0,Unranked,0,0,0.0000,2,0
A17_P13_1m,A17,P13,1m,4,0,,0,Unranked,0,0,0.0000,1,0
A17_P13_3m,A17,P13,3m,12,0,,0,Unranked,0,0,0.0000,1,0
A17_P13_6m,A17,P13,6m,24,0,,0,Unranked,0,0,0.0000,1,0
A17_P13_12m,A17,P13,12m,48,0,,0,Unranked,0,0,0.0000,1,0
A17_P13_24m,A17,P13,24m,96,0,,0,Unranked,0,0,0.0000,1,0
A17_P13_48m,A17,P13,48m,192,0,,0,Unranked,0,0,0.0000,1,0
A17_P14_1m,A17,P14,1m,4,0,,0,Unranked,0,0,0.0000,3,0
A17_P14_3m,A17,P14,3m,12,0,,0,Unranked,0,0,0.0000,3,0
A17_P14_6m,A17,P14,6m,24,0,,0,Unranked,0,0,0.0000,3,0
A17_P14_12m,A17,P14,12m,48,0,,0,Unranked,0,0,0.0000,3,0
A17_P14_24m,A17,P14,24m,96,0,,0,Unranked,0,0,0.0000,3,0
A17_P14_48m,A17,P14,48m,192,0,,0,Unranked,0,0,0.0000,3,0
A17_P15_1m,A17,P15,1m,4,0,,0,Unranked,0,0,0.0000,3,0
A17_P15_3m,A17,P15,3m,12,0,,0,Unranked,0,0,0.0000,3,0
A17_P15_6m,A17,P15,6m,24,0,,0,Unranked,0,0,0.0000,3,0
A17_P15_12m,A17,P15,12m,48,0,,0,Unranked,0,0,0.0000,3,0
A17_P15_24m,A17,P15,24m,96,0,,0,Unranked,0,0,0.0000,3,0
A17_P15_48m,A17,P15,48m,192,0,,0,Unranked,0,0,0.0000,3,0
A17_P16_1m,A17,P16,1m,4,0,,0,Unranked,0,0,0.0000,4,0
A17_P16_3m,A17,P16,3m,12,0,,0,Unranked,0,0,0.0000,4,0
A17_P16_6m,A17,P16,6m,24,0,,0,Unranked,0,0,0.0000,4,0
A17_P16_12m,A17,P16,12m,48,0,,0,Unranked,0,0,0.0000,4,0
A17_P16_24m,A17,P16,24m,96,0,,0,Unranked,0,0,0.0000,4,0
A17_P16_48m,A17,P16,48m,192,0,,0,Unranked,0,0,0.0000,4,0
A17_P17_1m,A17,P17,1m,4,0,,0,Unranked,0,0,0.0000,4,0
A17_P17_3m,A17,P17,3m,12,0,,0,Unranked,0,0,0.0000,4,0
A17_P17_6m,A17,P17,6m,24,0,,0,Unranked,0,0,0.0000,4,0
A17_P17_12m,A17,P17,12m,48,0,,0,Unranked,0,0,0.0000,4,0
A17_P17_24m,A17,P17,24m,96,0,,0,Unranked,0,0,0.0000,4,0
A17_P17_48m,A17,P17,48m,192,0,,0,Unranked,0,0,0.0000,4,0
A17_P18_1m,A17,P18,1m,4,0,,0,Unranked,0,0,0.0000,4,0
A17_P18_3m,A17,P18,3m,12,0,,0,Unranked,0,0,0.0000,4,0
A17_P18_6m,A17,P18,6m,24,0,,0,Unranked,0,0,0.0000,4,0
A17_P18_12m,A17,P18,12m,48,0,,0,Unranked,0,0,0.0000,4,0
A17_P18_24m,A17,P18,24m,96,0,,0,Unranked,0,0,0.0000,4,0
A17_P18_48m,A17,P18,48m,192,0,,0,Unranked,0,0,0.0000,4,0
A17_P19_1m,A17,P19,1m,4,0,,0,Unranked,0,0,0.0000,5,0
A17_P19_3m,A17,P19,3m,12,0,,0,Unranked,0,0,0.0000,5,0
A17_P19_6m,A17,P19,6m,24,0,,0,Unranked,0,0,0.0000,5,0
A17_P19_12m,A17,P19,12m,48,0,,0,Unranked,0,0,0.0000,5,0
A17_P19_24m,A17,P19,24m,96,0,,0,Unranked,0,0,0.0000,5,0
A17_P19_48m,A17,P19,48m,192,0,,0,Unranked,0,0,0.0000,5,0
A17_P20_1m,A17,P20,1m,4,56,0.9523809523809523,0,Iron III,22,222,0.2500,0,3
A17_P20_3m,A17,P20,3m,12,168,0.9523809523809523,0,Silver III,45,1045,0.0833,0,3
A17_P20_6m,A17,P20,6m,24,336,0.9523809523809526,0,Gold III,54,1454,0.0417,0,3
A17_P20_12m,A17,P20,12m,48,672,0.9523809523809523,0,Gold I,62,1662,0.0208,0,3
A17_P20_24m,A17,P20,24m,96,1344,0.9523809523809524,0,Platinum I,74,2074,0.0104,0,3
A17_P20_48m,A17,P20,48m,192,2688,0.9523809523809531,0,Diamond IV,77,2577,0.0052,0,3
A17_P21_1m,A17,P21,1m,4,44,0.9285714285714285,0,Iron IV,22,122,0.2500,1,2
A17_P21_3m,A17,P21,3m,12,132,0.9285714285714285,0,Bronze III,63,663,0.0833,1,2
A17_P21_6m,A17,P21,6m,24,264,0.9285714285714287,0,Silver IV,51,951,0.0417,1,2
A17_P21_12m,A17,P21,12m,48,528,0.9285714285714285,0,Silver III,98,1098,0.0208,1,2
A17_P21_24m,A17,P21,24m,96,1056,0.9285714285714285,0,Gold IV,43,1343,0.0104,1,2
A17_P21_48m,A17,P21,48m,192,2112,0.9285714285714296,0,Gold I,45,1645,0.0052,1,2
A17_P22_1m,A17,P22,1m,4,56,0.9523809523809523,0,Iron IV,66,166,0.2500,1,3
A17_P22_3m,A17,P22,3m,12,168,0.9523809523809523,0,Bronze II,83,783,0.0833,1,3
A17_P22_6m,A17,P22,6m,24,336,0.9523809523809526,0,Silver III,90,1090,0.0417,1,3
A17_P22_12m,A17,P22,12m,48,672,0.9523809523809523,0,Silver I,47,1247,0.0208,1,3
A17_P22_24m,A17,P22,24m,96,1344,0.9523809523809524,0,Gold II,55,1555,0.0104,1,3
A17_P22_48m,A17,P22,48m,192,2688,0.9523809523809531,0,Platinum II,33,1933,0.0052,1,3
A17_P23_1m,A17,P23,1m,4,56,0.9523809523809523,0,Unranked,74,74,0.2500,6,3
A17_P23_3m,A17,P23,3m,12,168,0.9523809523809523,0,Iron II,48,348,0.0833,6,3
A17_P23_6m,A17,P23,6m,24,336,0.9523809523809526,0,Iron I,85,485,0.0417,6,3
A17_P23_12m,A17,P23,12m,48,672,0.9523809523809523,0,Bronze IV,54,554,0.0208,6,3
A17_P23_24m,A17,P23,24m,96,1344,0.9523809523809524,0,Bronze III,91,691,0.0104,6,3
A17_P23_48m,A17,P23,48m,192,2688,0.9523809523809531,0,Bronze I,59,859,0.0052,6,3
A17_P24_1m,A17,P24,1m,4,0,,0,Unranked,0,0,0.0000,2,0
A17_P24_3m,A17,P24,3m,12,0,,0,Unranked,0,0,0.0000,2,0
A17_P24_6m,A17,P24,6m,24,0,,0,Unranked,0,0,0.0000,2,0
A17_P24_12m,A17,P24,12m,48,0,,0,Unranked,0,0,0.0000,2,0
A17_P24_24m,A17,P24,24m,96,0,,0,Unranked,0,0,0.0000,2,0
A17_P24_48m,A17,P24,48m,192,0,,0,Unranked,0,0,0.0000,2,0
A17_P25_1m,A17,P25,1m,4,0,,0,Unranked,0,0,0.0000,3,0
A17_P25_3m,A17,P25,3m,12,0,,0,Unranked,0,0,0.0000,3,0
A17_P25_6m,A17,P25,6m,24,0,,0,Unranked,0,0,0.0000,3,0
A17_P25_12m,A17,P25,12m,48,0,,0,Unranked,0,0,0.0000,3,0
